ID_Tienda,ID_Producto,ID_Cliente,Fecha Orden,Unidades,Precio Unitario,Costo Unitario,Nombre Producto,Fabricante,Marca,Costo Unitario,Precio Lista,Subcategoria,Categoria,ID_Tienda,Tipo Tienda,Nombre Tienda,Estatus,Codigo ZIP,Codigo ZIP Extension,Telefono Tienda,Continente,Ciudad,Empleados,Fecha Ultima Remodelacion,Pais,ID_Cliente,Codigo_Cliente,Nombre,Estado Marital,Genero,Ingreso Anual,Numero de Hijos,Hijos en Casa,Educacion,Ocupacion,Continente,Ciudad,Estado,Tipo Cliente,Pais
307,1870,11,2018-12-27,1,1599,815.22,Contoso Washer & Dryer 21in E210 White,"Contoso, Ltd",Contoso,815.22,1918.8,Washers & Dryers,Home Appliances,307,Online,Contoso Asia Online Store,On,10093,10093,55-555-0117,Asia,Beijing,8,44000,China,11,11010,"Suarez, Jacquelyn",S,F,70000,0,0,Bachelors,Professional,Asia,East Brisbane,Queensland,Person,Australia
307,1753,11,2019-10-30,2,89,40.93,MGS Racing Madness 2 M370,Tailspin Toys,Tailspin Toys,40.93,106.8,Download Games,Games and Toys,307,Online,Contoso Asia Online Store,On,10093,10093,55-555-0117,Asia,Beijing,8,44000,China,11,11010,"Suarez, Jacquelyn",S,F,70000,0,0,Bachelors,Professional,Asia,East Brisbane,Queensland,Person,Australia
307,1753,12,2019-10-30,3,89,40.93,MGS Racing Madness 2 M370,Tailspin Toys,Tailspin Toys,40.93,106.8,Download Games,Games and Toys,307,Online,Contoso Asia Online Store,On,10093,10093,55-555-0117,Asia,Beijing,8,44000,China,12,11011,"Lu, Curtis",M,M,60000,4,4,Bachelors,Professional,Asia,East Brisbane,Queensland,Person,Australia
307,1870,12,2018-12-27,3,1599,815.22,Contoso Washer & Dryer 21in E210 White,"Contoso, Ltd",Contoso,815.22,1918.8,Washers & Dryers,Home Appliances,307,Online,Contoso Asia Online Store,On,10093,10093,55-555-0117,Asia,Beijing,8,44000,China,12,11011,"Lu, Curtis",M,M,60000,4,4,Bachelors,Professional,Asia,East Brisbane,Queensland,Person,Australia
199,904,16,2018-08-23,1,75.99,38.74,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Southridge Video,38.74,91.19,Computers Accessories,Computers,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,16,11015,"Young, Chloe",S,F,30000,0,0,Partial College,Skilled Manual,North America,Burbank,California,Person,United States
199,1686,16,2019-08-21,1,6.99,3.56,SV Hand Games for students E40 Yellow,Southridge Video,Southridge Video,3.56,8.39,Boxed Games,Games and Toys,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,16,11015,"Young, Chloe",S,F,30000,0,0,Partial College,Skilled Manual,North America,Burbank,California,Person,United States
199,1297,16,2018-08-23,2,25,11.5,Contoso USB Cable M250 White,"Contoso, Ltd",Contoso,11.5,30,Cameras & Camcorders Accessories,Cameras and camcorders,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,16,11015,"Young, Chloe",S,F,30000,0,0,Partial College,Skilled Manual,North America,Burbank,California,Person,United States
199,1727,16,2019-11-04,2,56,25.75,MGS Rise of Nations: Gold Edition M300,Tailspin Toys,Tailspin Toys,25.75,67.2,Download Games,Games and Toys,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,16,11015,"Young, Chloe",S,F,30000,0,0,Partial College,Skilled Manual,North America,Burbank,California,Person,United States
199,1790,16,2019-03-31,5,43,21.92,MGS Dungeon Siege: Legends of Aranna 2009 E146,Tailspin Toys,Tailspin Toys,21.92,51.6,Download Games,Games and Toys,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,16,11015,"Young, Chloe",S,F,30000,0,0,Partial College,Skilled Manual,North America,Burbank,California,Person,United States
199,1743,17,2019-05-18,1,28,14.28,MGS Combat Flight Simulator 3 E119,Tailspin Toys,Tailspin Toys,14.28,33.6,Download Games,Games and Toys,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,17,11016,"Hill, Wyatt",M,M,30000,0,0,Partial College,Skilled Manual,North America,Imperial Beach,California,Person,United States
199,1727,17,2019-11-04,1,56,25.75,MGS Rise of Nations: Gold Edition M300,Tailspin Toys,Tailspin Toys,25.75,67.2,Download Games,Games and Toys,199,Online,Contoso North America Online Store,On,20817,20817,450-555-0152,North America,Bethesda,325,43998,United States,17,11016,"Hill, Wyatt",M,M,30000,0,0,Partial College,Skilled Manual,North America,Imperial Beach,California,Person,United States
